Customer: 0 || prods: 46 || in queue 0.776 sec || total 0.861 sec || visited 2
Customer: 698 || prods: 15 || in queue 0.380 sec || total 0.517 sec || visited 1
Customer: 699 || prods: 2 || in queue 0.379 sec || total 0.434 sec || visited 1
Customer: 700 || prods: 73 || in queue 3.852 sec || total 4.005 sec || visited 2
Customer: 701 || prods: 64 || in queue 2.183 sec || total 2.276 sec || visited 2
Customer: 702 || prods: 31 || in queue 0.735 sec || total 0.868 sec || visited 2
Customer: 703 || prods: 47 || in queue 0.548 sec || total 0.564 sec || visited 2
Customer: 704 || prods: 95 || in queue 2.988 sec || total 3.088 sec || visited 4
Customer: 705 || prods: 70 || in queue 0.413 sec || total 0.482 sec || visited 1
Customer: 706 || prods: 95 || in queue 0.538 sec || total 0.718 sec || visited 1
Customer: 707 || prods: 92 || in queue 2.812 sec || total 2.838 sec || visited 2
Customer: 708 || prods: 69 || in queue 4.029 sec || total 4.158 sec || visited 3
Customer: 709 || prods: 59 || in queue 0.467 sec || total 0.617 sec || visited 2
Customer: 710 || prods: 93 || in queue 0.318 sec || total 0.470 sec || visited 1
Customer: 711 || prods: 0 || in queue 0.000 sec || total 0.095 sec || visited 0
Customer: 712 || prods: 2 || in queue 0.720 sec || total 0.770 sec || visited 1
Customer: 713 || prods: 67 || in queue 1.622 sec || total 1.821 sec || visited 2
Customer: 714 || prods: 83 || in queue 0.502 sec || total 0.590 sec || visited 1
Customer: 715 || prods: 51 || in queue 0.967 sec || total 1.148 sec || visited 2
Customer: 716 || prods: 47 || in queue 0.576 sec || total 0.587 sec || visited 1
Customer: 717 || prods: 89 || in queue 0.530 sec || total 0.635 sec || visited 1
Customer: 718 || prods: 17 || in queue 0.489 sec || total 0.657 sec || visited 1
Customer: 719 || prods: 31 || in queue 0.098 sec || total 0.144 sec || visited 1
Customer: 720 || prods: 37 || in queue 2.192 sec || total 2.311 sec || visited 3
Customer: 721 || prods: 76 || in queue 0.609 sec || total 0.696 sec || visited 1
Customer: 722 || prods: 51 || in queue 1.463 sec || total 1.474 sec || visited 3
Customer: 723 || prods: 60 || in queue 3.470 sec || total 3.654 sec || visited 2
Customer: 724 || prods: 85 || in queue 0.622 sec || total 0.705 sec || visited 1
Customer: 725 || prods: 80 || in queue 1.215 sec || total 1.239 sec || visited 2
Customer: 726 || prods: 7 || in queue 0.917 sec || total 0.965 sec || visited 2
Customer: 727 || prods: 54 || in queue 0.554 sec || total 0.675 sec || visited 1
Customer: 728 || prods: 35 || in queue 0.592 sec || total 0.687 sec || visited 1
Customer: 729 || prods: 87 || in queue 0.738 sec || total 0.908 sec || visited 1
Customer: 730 || prods: 33 || in queue 2.460 sec || total 2.484 sec || visited 3
Customer: 731 || prods: 81 || in queue 1.690 sec || total 1.802 sec || visited 2
Customer: 732 || prods: 55 || in queue 0.206 sec || total 0.360 sec || visited 1
Customer: 733 || prods: 4 || in queue 1.021 sec || total 1.173 sec || visited 2
Customer: 734 || prods: 79 || in queue 0.281 sec || total 0.476 sec || visited 1
Customer: 735 || prods: 37 || in queue 2.734 sec || total 2.745 sec || visited 2
Customer: 736 || prods: 67 || in queue 2.569 sec || total 2.625 sec || visited 2
Customer: 737 || prods: 93 || in queue 0.866 sec || total 1.019 sec || visited 2
Customer: 738 || prods: 11 || in queue 0.659 sec || total 0.691 sec || visited 1
Customer: 739 || prods: 84 || in queue 0.775 sec || total 0.907 sec || visited 2
Customer: 740 || prods: 45 || in queue 0.615 sec || total 0.655 sec || visited 2
Customer: 741 || prods: 53 || in queue 0.338 sec || total 0.505 sec || visited 1
Customer: 742 || prods: 49 || in queue 0.265 sec || total 0.363 sec || visited 1
Customer: 743 || prods: 4 || in queue 1.003 sec || total 1.157 sec || visited 1
Customer: 744 || prods: 82 || in queue 0.354 sec || total 0.550 sec || visited 1
Customer: 745 || prods: 24 || in queue 0.636 sec || total 0.689 sec || visited 1
Customer: 746 || prods: 86 || in queue 1.031 sec || total 1.187 sec || visited 1
Customer: 747 || prods: 41 || in queue 1.108 sec || total 1.305 sec || visited 1
Customer: 748 || prods: 45 || in queue 0.837 sec || total 0.978 sec || visited 1
Customer: 749 || prods: 84 || in queue 0.593 sec || total 0.657 sec || visited 1
Customer: 750 || prods: 14 || in queue 1.249 sec || total 1.434 sec || visited 1
Customer: 751 || prods: 54 || in queue 0.151 sec || total 0.163 sec || visited 1
Customer: 752 || prods: 9 || in queue 2.092 sec || total 2.104 sec || visited 2
Customer: 753 || prods: 24 || in queue 0.640 sec || total 0.711 sec || visited 1
Customer: 754 || prods: 13 || in queue 0.537 sec || total 0.608 sec || visited 1
Customer: 755 || prods: 7 || in queue 0.577 sec || total 0.623 sec || visited 1
Customer: 756 || prods: 43 || in queue 0.612 sec || total 0.745 sec || visited 1
Customer: 757 || prods: 41 || in queue 1.125 sec || total 1.195 sec || visited 1
Customer: 758 || prods: 91 || in queue 0.757 sec || total 0.771 sec || visited 1
Customer: 759 || prods: 48 || in queue 1.193 sec || total 1.310 sec || visited 2
Customer: 760 || prods: 78 || in queue 0.983 sec || total 1.170 sec || visited 2
Customer: 761 || prods: 8 || in queue 0.961 sec || total 1.149 sec || visited 1
Customer: 762 || prods: 39 || in queue 0.602 sec || total 0.741 sec || visited 1
Customer: 763 || prods: 23 || in queue 0.507 sec || total 0.627 sec || visited 1
Customer: 764 || prods: 35 || in queue 0.930 sec || total 1.021 sec || visited 1
Customer: 765 || prods: 79 || in queue 0.810 sec || total 0.822 sec || visited 1
Customer: 766 || prods: 20 || in queue 2.025 sec || total 2.164 sec || visited 2
Customer: 767 || prods: 30 || in queue 1.019 sec || total 1.060 sec || visited 1
Customer: 768 || prods: 84 || in queue 1.138 sec || total 1.275 sec || visited 1
Customer: 769 || prods: 45 || in queue 0.961 sec || total 1.030 sec || visited 1
Customer: 770 || prods: 47 || in queue 0.144 sec || total 0.173 sec || visited 1
Customer: 771 || prods: 95 || in queue 0.258 sec || total 0.412 sec || visited 1
Customer: 772 || prods: 10 || in queue 0.876 sec || total 0.973 sec || visited 1
Customer: 773 || prods: 60 || in queue 1.383 sec || total 1.430 sec || visited 2
Customer: 774 || prods: 15 || in queue 1.152 sec || total 1.163 sec || visited 1
Customer: 775 || prods: 26 || in queue 1.187 sec || total 1.262 sec || visited 1
Customer: 776 || prods: 20 || in queue 1.198 sec || total 1.310 sec || visited 1
Customer: 777 || prods: 52 || in queue 0.447 sec || total 0.458 sec || visited 1
Customer: 778 || prods: 76 || in queue 0.632 sec || total 0.646 sec || visited 1
Customer: 779 || prods: 56 || in queue 0.910 sec || total 0.948 sec || visited 1
Customer: 780 || prods: 91 || in queue 1.673 sec || total 1.800 sec || visited 1
Customer: 781 || prods: 61 || in queue 2.356 sec || total 2.472 sec || visited 1
Customer: 782 || prods: 97 || in queue 1.224 sec || total 1.238 sec || visited 1
Customer: 783 || prods: 24 || in queue 2.420 sec || total 2.473 sec || visited 1
Customer: 784 || prods: 86 || in queue 0.755 sec || total 0.920 sec || visited 1
Customer: 785 || prods: 28 || in queue 1.566 sec || total 1.746 sec || visited 1
Customer: 786 || prods: 14 || in queue 0.769 sec || total 0.930 sec || visited 1
Customer: 787 || prods: 99 || in queue 0.847 sec || total 0.864 sec || visited 1
Customer: 788 || prods: 61 || in queue 2.444 sec || total 2.477 sec || visited 1
Customer: 789 || prods: 11 || in queue 2.353 sec || total 2.545 sec || visited 1
Customer: 790 || prods: 6 || in queue 2.154 sec || total 2.350 sec || visited 2
Customer: 791 || prods: 87 || in queue 0.220 sec || total 0.310 sec || visited 1
Customer: 792 || prods: 89 || in queue 0.746 sec || total 0.899 sec || visited 1
Customer: 793 || prods: 99 || in queue 0.854 sec || total 0.865 sec || visited 1
Customer: 794 || prods: 10 || in queue 0.845 sec || total 0.856 sec || visited 1
Customer: 795 || prods: 91 || in queue 0.942 sec || total 1.088 sec || visited 1
Customer: 796 || prods: 34 || in queue 2.209 sec || total 2.401 sec || visited 2
Customer: 797 || prods: 32 || in queue 0.381 sec || total 0.577 sec || visited 1
Customer: 798 || prods: 25 || in queue 0.136 sec || total 0.250 sec || visited 1
Customer: 799 || prods: 85 || in queue 0.327 sec || total 0.467 sec || visited 1
Customer: 800 || prods: 14 || in queue 1.298 sec || total 1.340 sec || visited 1
Customer: 801 || prods: 34 || in queue 1.338 sec || total 1.495 sec || visited 1
Customer: 802 || prods: 7 || in queue 1.261 sec || total 1.390 sec || visited 1
Customer: 803 || prods: 4 || in queue 1.826 sec || total 1.888 sec || visited 2
Customer: 804 || prods: 37 || in queue 2.167 sec || total 2.252 sec || visited 1
Customer: 805 || prods: 17 || in queue 2.161 sec || total 2.333 sec || visited 1
Customer: 806 || prods: 22 || in queue 2.237 sec || total 2.337 sec || visited 1
Customer: 807 || prods: 78 || in queue 1.417 sec || total 1.547 sec || visited 1
Customer: 808 || prods: 81 || in queue 0.946 sec || total 1.100 sec || visited 1
Customer: 809 || prods: 6 || in queue 1.435 sec || total 1.553 sec || visited 1
Customer: 810 || prods: 19 || in queue 0.794 sec || total 0.847 sec || visited 1
Customer: 811 || prods: 65 || in queue 0.317 sec || total 0.502 sec || visited 1
Customer: 812 || prods: 95 || in queue 0.510 sec || total 0.588 sec || visited 1
Customer: 813 || prods: 40 || in queue 2.332 sec || total 2.343 sec || visited 2
Customer: 814 || prods: 82 || in queue 1.629 sec || total 1.819 sec || visited 2
Customer: 815 || prods: 63 || in queue 1.492 sec || total 1.504 sec || visited 1
Customer: 816 || prods: 80 || in queue 0.353 sec || total 0.477 sec || visited 1
Customer: 817 || prods: 55 || in queue 0.663 sec || total 0.838 sec || visited 1
Customer: 818 || prods: 98 || in queue 1.093 sec || total 1.246 sec || visited 1
Customer: 819 || prods: 1 || in queue 1.765 sec || total 1.846 sec || visited 2
Customer: 820 || prods: 16 || in queue 1.464 sec || total 1.503 sec || visited 2
Customer: 821 || prods: 13 || in queue 2.012 sec || total 2.041 sec || visited 1
Customer: 822 || prods: 90 || in queue 0.524 sec || total 0.579 sec || visited 1
Customer: 823 || prods: 96 || in queue 0.864 sec || total 0.954 sec || visited 1
Customer: 824 || prods: 76 || in queue 1.202 sec || total 1.250 sec || visited 1
Customer: 825 || prods: 55 || in queue 0.714 sec || total 0.768 sec || visited 1
Customer: 826 || prods: 61 || in queue 0.165 sec || total 0.281 sec || visited 1
Customer: 827 || prods: 58 || in queue 0.430 sec || total 0.485 sec || visited 1
Customer: 828 || prods: 62 || in queue 0.318 sec || total 0.396 sec || visited 1
Customer: 829 || prods: 20 || in queue 0.311 sec || total 0.323 sec || visited 1
Customer: 830 || prods: 62 || in queue 1.622 sec || total 1.740 sec || visited 1
Customer: 831 || prods: 98 || in queue 0.869 sec || total 0.931 sec || visited 1
Customer: 832 || prods: 36 || in queue 1.026 sec || total 1.202 sec || visited 1
Customer: 833 || prods: 50 || in queue 0.912 sec || total 0.923 sec || visited 1
Customer: 834 || prods: 79 || in queue 0.613 sec || total 0.727 sec || visited 1
Customer: 835 || prods: 89 || in queue 0.466 sec || total 0.522 sec || visited 1
Customer: 836 || prods: 73 || in queue 0.801 sec || total 0.857 sec || visited 1
Customer: 837 || prods: 70 || in queue 1.914 sec || total 1.929 sec || visited 1
Customer: 838 || prods: 63 || in queue 1.503 sec || total 1.682 sec || visited 1
Customer: 839 || prods: 12 || in queue 1.033 sec || total 1.044 sec || visited 1
Customer: 840 || prods: 48 || in queue 1.584 sec || total 1.742 sec || visited 1
Customer: 841 || prods: 5 || in queue 0.744 sec || total 0.915 sec || visited 1
Customer: 842 || prods: 13 || in queue 0.069 sec || total 0.234 sec || visited 1
Customer: 843 || prods: 16 || in queue 1.786 sec || total 1.859 sec || visited 1
Customer: 844 || prods: 15 || in queue 0.773 sec || total 0.785 sec || visited 1
Customer: 845 || prods: 60 || in queue 1.138 sec || total 1.257 sec || visited 1
Customer: 846 || prods: 68 || in queue 1.031 sec || total 1.054 sec || visited 1
Customer: 847 || prods: 5 || in queue 1.002 sec || total 1.101 sec || visited 1
Customer: 848 || prods: 59 || in queue 1.213 sec || total 1.339 sec || visited 1
Customer: 849 || prods: 84 || in queue 0.402 sec || total 0.536 sec || visited 1
Customer: 850 || prods: 92 || in queue 0.227 sec || total 0.324 sec || visited 1
Customer: 851 || prods: 18 || in queue 0.440 sec || total 0.520 sec || visited 1
Customer: 852 || prods: 35 || in queue 0.553 sec || total 0.633 sec || visited 1
Customer: 853 || prods: 2 || in queue 0.661 sec || total 0.814 sec || visited 1
Customer: 854 || prods: 37 || in queue 1.489 sec || total 1.621 sec || visited 1
Customer: 855 || prods: 66 || in queue 0.654 sec || total 0.703 sec || visited 1
Customer: 856 || prods: 60 || in queue 1.494 sec || total 1.511 sec || visited 1
Customer: 857 || prods: 63 || in queue 0.546 sec || total 0.644 sec || visited 1
Customer: 858 || prods: 32 || in queue 0.565 sec || total 0.751 sec || visited 1
Customer: 859 || prods: 60 || in queue 0.508 sec || total 0.594 sec || visited 1
Customer: 860 || prods: 70 || in queue 0.663 sec || total 0.677 sec || visited 1
Customer: 861 || prods: 4 || in queue 0.914 sec || total 1.026 sec || visited 1
Customer: 862 || prods: 76 || in queue 1.429 sec || total 1.606 sec || visited 1
Customer: 863 || prods: 80 || in queue 1.054 sec || total 1.134 sec || visited 1
Customer: 864 || prods: 14 || in queue 0.531 sec || total 0.630 sec || visited 1
Customer: 865 || prods: 87 || in queue 0.734 sec || total 0.809 sec || visited 1
Customer: 866 || prods: 50 || in queue 0.994 sec || total 1.095 sec || visited 1
Customer: 867 || prods: 92 || in queue 0.929 sec || total 0.949 sec || visited 1
Customer: 868 || prods: 26 || in queue 0.427 sec || total 0.475 sec || visited 1
Customer: 869 || prods: 41 || in queue 0.625 sec || total 0.790 sec || visited 1
Customer: 870 || prods: 17 || in queue 0.469 sec || total 0.480 sec || visited 1
Customer: 871 || prods: 88 || in queue 1.501 sec || total 1.665 sec || visited 1
Customer: 872 || prods: 80 || in queue 1.134 sec || total 1.263 sec || visited 1
Customer: 873 || prods: 2 || in queue 1.172 sec || total 1.314 sec || visited 1
Customer: 874 || prods: 67 || in queue 0.993 sec || total 1.170 sec || visited 1
Customer: 875 || prods: 55 || in queue 0.469 sec || total 0.547 sec || visited 1
Customer: 876 || prods: 10 || in queue 1.509 sec || total 1.653 sec || visited 1
Customer: 877 || prods: 65 || in queue 0.556 sec || total 0.591 sec || visited 1
Customer: 878 || prods: 34 || in queue 1.292 sec || total 1.357 sec || visited 1
Customer: 879 || prods: 28 || in queue 0.808 sec || total 0.962 sec || visited 1
Customer: 880 || prods: 84 || in queue 1.131 sec || total 1.316 sec || visited 1
Customer: 881 || prods: 25 || in queue 1.178 sec || total 1.243 sec || visited 1
Customer: 882 || prods: 92 || in queue 0.583 sec || total 0.647 sec || visited 1
Customer: 883 || prods: 22 || in queue 1.481 sec || total 1.650 sec || visited 1
Customer: 884 || prods: 2 || in queue 0.876 sec || total 1.016 sec || visited 1
Customer: 885 || prods: 72 || in queue 0.849 sec || total 0.975 sec || visited 1
Customer: 886 || prods: 4 || in queue 1.442 sec || total 1.503 sec || visited 1
Customer: 887 || prods: 88 || in queue 1.353 sec || total 1.365 sec || visited 1
Customer: 888 || prods: 30 || in queue 0.611 sec || total 0.650 sec || visited 1
Customer: 889 || prods: 56 || in queue 0.740 sec || total 0.805 sec || visited 1
Customer: 890 || prods: 90 || in queue 1.303 sec || total 1.440 sec || visited 1
Customer: 891 || prods: 5 || in queue 1.489 sec || total 1.666 sec || visited 1
Customer: 892 || prods: 56 || in queue 0.375 sec || total 0.561 sec || visited 1
Customer: 893 || prods: 64 || in queue 1.447 sec || total 1.595 sec || visited 1
Customer: 894 || prods: 54 || in queue 0.828 sec || total 1.008 sec || visited 1
Customer: 895 || prods: 73 || in queue 1.099 sec || total 1.189 sec || visited 1
Customer: 896 || prods: 49 || in queue 0.670 sec || total 0.791 sec || visited 1
Customer: 897 || prods: 44 || in queue 0.761 sec || total 0.922 sec || visited 1
Customer: 898 || prods: 46 || in queue 1.242 sec || total 1.347 sec || visited 1
Customer: 899 || prods: 50 || in queue 0.479 sec || total 0.569 sec || visited 1
Customer: 900 || prods: 19 || in queue 0.693 sec || total 0.872 sec || visited 1
Customer: 901 || prods: 83 || in queue 0.622 sec || total 0.784 sec || visited 1
Customer: 902 || prods: 80 || in queue 0.828 sec || total 0.961 sec || visited 1
Customer: 903 || prods: 96 || in queue 1.032 sec || total 1.196 sec || visited 1
Customer: 904 || prods: 16 || in queue 1.263 sec || total 1.400 sec || visited 1
Customer: 905 || prods: 46 || in queue 1.247 sec || total 1.279 sec || visited 1
Customer: 906 || prods: 45 || in queue 1.351 sec || total 1.524 sec || visited 1
Customer: 907 || prods: 38 || in queue 0.890 sec || total 1.071 sec || visited 1
Customer: 908 || prods: 23 || in queue 1.350 sec || total 1.503 sec || visited 1
Customer: 909 || prods: 76 || in queue 0.782 sec || total 0.843 sec || visited 1
Customer: 910 || prods: 53 || in queue 1.177 sec || total 1.221 sec || visited 1
Customer: 911 || prods: 59 || in queue 1.170 sec || total 1.327 sec || visited 1
Customer: 912 || prods: 1 || in queue 1.192 sec || total 1.375 sec || visited 1
Customer: 913 || prods: 60 || in queue 0.993 sec || total 1.155 sec || visited 1
Customer: 914 || prods: 96 || in queue 0.646 sec || total 0.757 sec || visited 1
Customer: 915 || prods: 13 || in queue 0.673 sec || total 0.820 sec || visited 1
Customer: 916 || prods: 33 || in queue 0.732 sec || total 0.922 sec || visited 1
Customer: 917 || prods: 57 || in queue 1.300 sec || total 1.494 sec || visited 1
Customer: 918 || prods: 19 || in queue 1.123 sec || total 1.134 sec || visited 1
Customer: 919 || prods: 93 || in queue 1.351 sec || total 1.367 sec || visited 1
Customer: 920 || prods: 5 || in queue 1.391 sec || total 1.535 sec || visited 1
Customer: 921 || prods: 7 || in queue 0.627 sec || total 0.816 sec || visited 1
Customer: 922 || prods: 4 || in queue 1.228 sec || total 1.260 sec || visited 1
Customer: 923 || prods: 53 || in queue 1.329 sec || total 1.500 sec || visited 1
Customer: 924 || prods: 3 || in queue 0.525 sec || total 0.684 sec || visited 1
Customer: 925 || prods: 75 || in queue 1.389 sec || total 1.427 sec || visited 1
Customer: 926 || prods: 46 || in queue 0.809 sec || total 0.913 sec || visited 1
Customer: 927 || prods: 53 || in queue 1.098 sec || total 1.151 sec || visited 1
Customer: 928 || prods: 25 || in queue 1.118 sec || total 1.247 sec || visited 1
Customer: 929 || prods: 35 || in queue 0.664 sec || total 0.693 sec || visited 1
Customer: 930 || prods: 27 || in queue 0.486 sec || total 0.610 sec || visited 1
Customer: 931 || prods: 23 || in queue 0.693 sec || total 0.776 sec || visited 1
Customer: 932 || prods: 1 || in queue 0.523 sec || total 0.598 sec || visited 1
Customer: 933 || prods: 59 || in queue 1.077 sec || total 1.123 sec || visited 1
Customer: 934 || prods: 75 || in queue 0.947 sec || total 0.962 sec || visited 1
Customer: 935 || prods: 91 || in queue 1.120 sec || total 1.269 sec || visited 1
Customer: 936 || prods: 77 || in queue 1.371 sec || total 1.382 sec || visited 1
Customer: 937 || prods: 65 || in queue 0.660 sec || total 0.715 sec || visited 1
Customer: 938 || prods: 40 || in queue 0.858 sec || total 0.961 sec || visited 1
Customer: 939 || prods: 51 || in queue 0.788 sec || total 0.832 sec || visited 1
Customer: 940 || prods: 68 || in queue 1.364 sec || total 1.529 sec || visited 1
Customer: 941 || prods: 6 || in queue 1.311 sec || total 1.421 sec || visited 1
Customer: 942 || prods: 73 || in queue 1.157 sec || total 1.315 sec || visited 1
Customer: 943 || prods: 4 || in queue 1.001 sec || total 1.122 sec || visited 1
Customer: 944 || prods: 55 || in queue 0.808 sec || total 0.898 sec || visited 1
Customer: 945 || prods: 91 || in queue 0.571 sec || total 0.612 sec || visited 1
Customer: 946 || prods: 21 || in queue 0.627 sec || total 0.690 sec || visited 1
Customer: 947 || prods: 71 || in queue 0.728 sec || total 0.807 sec || visited 1
Customer: 948 || prods: 74 || in queue 1.424 sec || total 1.579 sec || visited 1
Customer: 949 || prods: 17 || in queue 1.317 sec || total 1.385 sec || visited 1
Customer: 950 || prods: 26 || in queue 1.634 sec || total 1.776 sec || visited 1
Customer: 951 || prods: 93 || in queue 0.985 sec || total 1.100 sec || visited 1
Customer: 952 || prods: 28 || in queue 0.841 sec || total 0.878 sec || visited 1
Customer: 953 || prods: 53 || in queue 0.970 sec || total 1.113 sec || visited 1
Customer: 954 || prods: 48 || in queue 0.960 sec || total 0.971 sec || visited 1
Customer: 955 || prods: 8 || in queue 0.827 sec || total 0.838 sec || visited 1
Customer: 956 || prods: 58 || in queue 1.585 sec || total 1.597 sec || visited 1
Customer: 957 || prods: 17 || in queue 0.980 sec || total 1.097 sec || visited 1
Customer: 958 || prods: 74 || in queue 0.779 sec || total 0.791 sec || visited 1
Customer: 959 || prods: 27 || in queue 0.770 sec || total 0.828 sec || visited 1
Customer: 960 || prods: 9 || in queue 1.090 sec || total 1.215 sec || visited 1
Customer: 961 || prods: 17 || in queue 1.087 sec || total 1.285 sec || visited 1
Customer: 962 || prods: 68 || in queue 1.054 sec || total 1.117 sec || visited 1
Customer: 963 || prods: 18 || in queue 0.935 sec || total 1.018 sec || visited 1
Customer: 964 || prods: 35 || in queue 0.982 sec || total 1.092 sec || visited 1
Customer: 965 || prods: 74 || in queue 1.031 sec || total 1.213 sec || visited 1
Customer: 966 || prods: 99 || in queue 1.113 sec || total 1.191 sec || visited 1
Customer: 967 || prods: 4 || in queue 1.038 sec || total 1.215 sec || visited 1
Customer: 968 || prods: 11 || in queue 0.717 sec || total 0.728 sec || visited 1
Customer: 969 || prods: 95 || in queue 1.237 sec || total 1.386 sec || visited 1
Customer: 970 || prods: 76 || in queue 0.806 sec || total 0.929 sec || visited 1
Customer: 971 || prods: 99 || in queue 1.597 sec || total 1.683 sec || visited 1
Customer: 972 || prods: 18 || in queue 1.291 sec || total 1.472 sec || visited 1
Customer: 973 || prods: 7 || in queue 1.418 sec || total 1.439 sec || visited 1
Customer: 974 || prods: 37 || in queue 1.063 sec || total 1.096 sec || visited 1
Customer: 975 || prods: 19 || in queue 1.141 sec || total 1.300 sec || visited 1
Customer: 976 || prods: 70 || in queue 0.495 sec || total 0.631 sec || visited 1
Customer: 977 || prods: 80 || in queue 0.354 sec || total 0.415 sec || visited 1
Customer: 978 || prods: 19 || in queue 1.361 sec || total 1.430 sec || visited 1
Customer: 979 || prods: 80 || in queue 1.233 sec || total 1.263 sec || visited 1
Customer: 980 || prods: 19 || in queue 0.834 sec || total 0.998 sec || visited 1
Customer: 981 || prods: 11 || in queue 0.874 sec || total 1.063 sec || visited 1
Customer: 982 || prods: 71 || in queue 1.247 sec || total 1.398 sec || visited 1
Customer: 983 || prods: 63 || in queue 0.804 sec || total 0.971 sec || visited 1
Customer: 984 || prods: 73 || in queue 0.554 sec || total 0.624 sec || visited 1
Customer: 985 || prods: 74 || in queue 0.720 sec || total 0.808 sec || visited 1
Customer: 986 || prods: 68 || in queue 0.962 sec || total 1.065 sec || visited 1
Customer: 987 || prods: 53 || in queue 1.541 sec || total 1.621 sec || visited 1
Customer: 988 || prods: 43 || in queue 1.453 sec || total 1.468 sec || visited 1
Customer: 989 || prods: 49 || in queue 1.665 sec || total 1.692 sec || visited 1
Customer: 990 || prods: 30 || in queue 0.824 sec || total 0.924 sec || visited 1
Customer: 991 || prods: 24 || in queue 0.865 sec || total 1.009 sec || visited 1
Customer: 992 || prods: 27 || in queue 1.066 sec || total 1.174 sec || visited 1
Customer: 993 || prods: 21 || in queue 1.070 sec || total 1.252 sec || visited 1
Customer: 994 || prods: 38 || in queue 0.902 sec || total 1.048 sec || visited 1
Customer: 995 || prods: 44 || in queue 0.933 sec || total 1.116 sec || visited 1
Customer: 996 || prods: 75 || in queue 1.019 sec || total 1.208 sec || visited 1
Customer: 997 || prods: 16 || in queue 0.819 sec || total 0.952 sec || visited 1
Customer: 998 || prods: 44 || in queue 0.344 sec || total 0.390 sec || visited 1
Customer: 999 || prods: 24 || in queue 0.345 sec || total 0.487 sec || visited 1
Customer: 1000 || prods: 37 || in queue 1.106 sec || total 1.240 sec || visited 1
Customer: 1001 || prods: 95 || in queue 1.132 sec || total 1.259 sec || visited 1
Customer: 1002 || prods: 20 || in queue 0.997 sec || total 1.025 sec || visited 1
Customer: 1003 || prods: 18 || in queue 1.074 sec || total 1.116 sec || visited 1
Customer: 1004 || prods: 73 || in queue 1.456 sec || total 1.633 sec || visited 1
Customer: 1005 || prods: 14 || in queue 0.975 sec || total 1.127 sec || visited 1
Customer: 1006 || prods: 94 || in queue 0.449 sec || total 0.548 sec || visited 1
Customer: 1007 || prods: 14 || in queue 0.500 sec || total 0.563 sec || visited 1
Customer: 1008 || prods: 62 || in queue 0.614 sec || total 0.735 sec || visited 1
Customer: 1009 || prods: 32 || in queue 1.362 sec || total 1.378 sec || visited 1
Customer: 1010 || prods: 30 || in queue 0.955 sec || total 1.040 sec || visited 1
Customer: 1011 || prods: 75 || in queue 1.101 sec || total 1.236 sec || visited 1
Customer: 1012 || prods: 12 || in queue 1.007 sec || total 1.143 sec || visited 1
Customer: 1013 || prods: 69 || in queue 0.657 sec || total 0.698 sec || visited 1
Customer: 1014 || prods: 48 || in queue 0.822 sec || total 0.900 sec || visited 1
Customer: 1015 || prods: 17 || in queue 0.707 sec || total 0.768 sec || visited 1
Customer: 1016 || prods: 6 || in queue 1.501 sec || total 1.568 sec || visited 1
Customer: 1017 || prods: 81 || in queue 1.092 sec || total 1.281 sec || visited 1
Customer: 1018 || prods: 57 || in queue 1.457 sec || total 1.510 sec || visited 1
Customer: 1019 || prods: 21 || in queue 0.995 sec || total 1.043 sec || visited 1
Customer: 1020 || prods: 24 || in queue 0.411 sec || total 0.589 sec || visited 1
Customer: 1021 || prods: 80 || in queue 0.836 sec || total 1.018 sec || visited 1
Customer: 1022 || prods: 64 || in queue 1.000 sec || total 1.103 sec || visited 1
Customer: 1023 || prods: 8 || in queue 0.630 sec || total 0.758 sec || visited 1
Customer: 1024 || prods: 17 || in queue 1.534 sec || total 1.545 sec || visited 1
Customer: 1025 || prods: 4 || in queue 0.842 sec || total 0.933 sec || visited 1
Customer: 1026 || prods: 57 || in queue 0.942 sec || total 1.090 sec || visited 1
Customer: 1027 || prods: 33 || in queue 1.051 sec || total 1.199 sec || visited 1
Customer: 1028 || prods: 35 || in queue 0.935 sec || total 1.046 sec || visited 1
Customer: 1029 || prods: 37 || in queue 1.019 sec || total 1.156 sec || visited 1
Customer: 1030 || prods: 10 || in queue 0.266 sec || total 0.416 sec || visited 1
Customer: 1031 || prods: 2 || in queue 1.075 sec || total 1.255 sec || visited 1
Customer: 1032 || prods: 25 || in queue 1.376 sec || total 1.420 sec || visited 1
Customer: 1033 || prods: 18 || in queue 1.105 sec || total 1.138 sec || visited 1
Customer: 1034 || prods: 21 || in queue 0.919 sec || total 1.022 sec || visited 1
Customer: 1035 || prods: 63 || in queue 1.090 sec || total 1.194 sec || visited 1
Customer: 1036 || prods: 96 || in queue 0.512 sec || total 0.640 sec || visited 1
Customer: 1037 || prods: 41 || in queue 1.119 sec || total 1.130 sec || visited 1
Customer: 1038 || prods: 8 || in queue 0.326 sec || total 0.337 sec || visited 1
Customer: 1039 || prods: 99 || in queue 1.542 sec || total 1.733 sec || visited 1
Customer: 1040 || prods: 79 || in queue 0.995 sec || total 1.170 sec || visited 1
Customer: 1041 || prods: 55 || in queue 1.189 sec || total 1.205 sec || visited 1
Customer: 1042 || prods: 77 || in queue 1.371 sec || total 1.405 sec || visited 1
Checkout: 0 || prods: 7924 || served customers 172 || tot. open time 26.422 sec || avg service time 0.138 sec || closed 9 times
Checkout: 1 || prods: 9012 || served customers 191 || tot. open time 26.617 sec || avg service time 0.130 sec || closed 4 times
